REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2022/2023,"Brandon (CA), Manitoba",2021S0504610,Net emigration,Total - gender,All ages,Persons,249,units,0,118.4.1.1,90
2023/2024,"Brandon (CA), Manitoba",2021S0504610,Net emigration,Total - gender,All ages,Persons,249,units,0,118.4.1.1,93
2017/2018,"Brandon (CA), Manitoba",2021S0504610,Returning emigrants,Total - gender,All ages,Persons,249,units,0,118.6.1.1,37
2018/2019,"Brandon (CA), Manitoba",2021S0504610,Returning emigrants,Total - gender,All ages,Persons,249,units,0,118.6.1.1,32
2019/2020,"Brandon (CA), Manitoba",2021S0504610,Returning emigrants,Total - gender,All ages,Persons,249,units,0,118.6.1.1,17
2020/2021,"Brandon (CA), Manitoba",2021S0504610,Returning emigrants,Total - gender,All ages,Persons,249,units,0,118.6.1.1,34
2021/2022,"Brandon (CA), Manitoba",2021S0504610,Returning emigrants,Total - gender,All ages,Persons,249,units,0,118.6.1.1,39
2022/2023,"Brandon (CA), Manitoba",2021S0504610,Returning emigrants,Total - gender,All ages,Persons,249,units,0,118.6.1.1,36
2023/2024,"Brandon (CA), Manitoba",2021S0504610,Returning emigrants,Total - gender,All ages,Persons,249,units,0,118.6.1.1,37
2017/2018,"Brandon (CA), Manitoba",2021S0504610,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,118.8.1.1,-572
2018/2019,"Brandon (CA), Manitoba",2021S0504610,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,118.8.1.1,-538
2019/2020,"Brandon (CA), Manitoba",2021S0504610,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,118.8.1.1,-649
2020/2021,"Brandon (CA), Manitoba",2021S0504610,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,118.8.1.1,-433
2021/2022,"Brandon (CA), Manitoba",2021S0504610,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,118.8.1.1,-673
2022/2023,"Brandon (CA), Manitoba",2021S0504610,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,118.8.1.1,-800
2023/2024,"Brandon (CA), Manitoba",2021S0504610,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,118.8.1.1,-524
2017/2018,"Brandon (CA), Manitoba",2021S0504610,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,118.9.1.1,203
2018/2019,"Brandon (CA), Manitoba",2021S0504610,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,118.9.1.1,203
2019/2020,"Brandon (CA), Manitoba",2021S0504610,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,118.9.1.1,217
2020/2021,"Brandon (CA), Manitoba",2021S0504610,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,118.9.1.1,49
2021/2022,"Brandon (CA), Manitoba",2021S0504610,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,118.9.1.1,98
2022/2023,"Brandon (CA), Manitoba",2021S0504610,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,118.9.1.1,165
2023/2024,"Brandon (CA), Manitoba",2021S0504610,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,118.9.1.1,144
2017/2018,"Brandon (CA), Manitoba",2021S0504610,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,118.10.1.1,127
2018/2019,"Brandon (CA), Manitoba",2021S0504610,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,118.10.1.1,220
2019/2020,"Brandon (CA), Manitoba",2021S0504610,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,118.10.1.1,4
2020/2021,"Brandon (CA), Manitoba",2021S0504610,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,118.10.1.1,-67
2021/2022,"Brandon (CA), Manitoba",2021S0504610,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,118.10.1.1,328
2022/2023,"Brandon (CA), Manitoba",2021S0504610,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,118.10.1.1,1087
2023/2024,"Brandon (CA), Manitoba",2021S0504610,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,118.10.1.1,1565
2017/2018,"Brandon (CA), Manitoba",2021S0504610,Residual deviation,Total - gender,All ages,Persons,249,units,0,118.11.1.1,-47
2018/2019,"Brandon (CA), Manitoba",2021S0504610,Residual deviation,Total - gender,All ages,Persons,249,units,0,118.11.1.1,-57
2019/2020,"Brandon (CA), Manitoba",2021S0504610,Residual deviation,Total - gender,All ages,Persons,249,units,0,118.11.1.1,-106
2020/2021,"Brandon (CA), Manitoba",2021S0504610,Residual deviation,Total - gender,All ages,Persons,249,units,0,118.11.1.1,-32
2017/2018,"Thompson (CA), Manitoba",2021S0504640,Net emigration,Total - gender,All ages,Persons,249,units,0,119.4.1.1,17
2018/2019,"Thompson (CA), Manitoba",2021S0504640,Net emigration,Total - gender,All ages,Persons,249,units,0,119.4.1.1,13
2019/2020,"Thompson (CA), Manitoba",2021S0504640,Net emigration,Total - gender,All ages,Persons,249,units,0,119.4.1.1,1
2020/2021,"Thompson (CA), Manitoba",2021S0504640,Net emigration,Total - gender,All ages,Persons,249,units,0,119.4.1.1,16
2021/2022,"Thompson (CA), Manitoba",2021S0504640,Net emigration,Total - gender,All ages,Persons,249,units,0,119.4.1.1,48
2022/2023,"Thompson (CA), Manitoba",2021S0504640,Net emigration,Total - gender,All ages,Persons,249,units,0,119.4.1.1,-3
2023/2024,"Thompson (CA), Manitoba",2021S0504640,Net emigration,Total - gender,All ages,Persons,249,units,0,119.4.1.1,-3
2017/2018,"Thompson (CA), Manitoba",2021S0504640,Returning emigrants,Total - gender,All ages,Persons,249,units,0,119.6.1.1,4
2018/2019,"Thompson (CA), Manitoba",2021S0504640,Returning emigrants,Total - gender,All ages,Persons,249,units,0,119.6.1.1,3
2019/2020,"Thompson (CA), Manitoba",2021S0504640,Returning emigrants,Total - gender,All ages,Persons,249,units,0,119.6.1.1,1
2020/2021,"Thompson (CA), Manitoba",2021S0504640,Returning emigrants,Total - gender,All ages,Persons,249,units,0,119.6.1.1,4
2021/2022,"Thompson (CA), Manitoba",2021S0504640,Returning emigrants,Total - gender,All ages,Persons,249,units,0,119.6.1.1,13
2022/2023,"Thompson (CA), Manitoba",2021S0504640,Returning emigrants,Total - gender,All ages,Persons,249,units,0,119.6.1.1,3
2023/2024,"Thompson (CA), Manitoba",2021S0504640,Returning emigrants,Total - gender,All ages,Persons,249,units,0,119.6.1.1,3
2017/2018,"Thompson (CA), Manitoba",2021S0504640,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,119.8.1.1,-337
2018/2019,"Thompson (CA), Manitoba",2021S0504640,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,119.8.1.1,-256
2019/2020,"Thompson (CA), Manitoba",2021S0504640,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,119.8.1.1,-208
2020/2021,"Thompson (CA), Manitoba",2021S0504640,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,119.8.1.1,-13
2021/2022,"Thompson (CA), Manitoba",2021S0504640,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,119.8.1.1,-234
2022/2023,"Thompson (CA), Manitoba",2021S0504640,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,119.8.1.1,-257
2023/2024,"Thompson (CA), Manitoba",2021S0504640,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,119.8.1.1,-160
2017/2018,"Thompson (CA), Manitoba",2021S0504640,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,119.9.1.1,-32
2018/2019,"Thompson (CA), Manitoba",2021S0504640,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,119.9.1.1,-233
2019/2020,"Thompson (CA), Manitoba",2021S0504640,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,119.9.1.1,-235
2020/2021,"Thompson (CA), Manitoba",2021S0504640,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,119.9.1.1,-106
2021/2022,"Thompson (CA), Manitoba",2021S0504640,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,119.9.1.1,-72
2022/2023,"Thompson (CA), Manitoba",2021S0504640,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,119.9.1.1,-296
2023/2024,"Thompson (CA), Manitoba",2021S0504640,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,119.9.1.1,-240
2017/2018,"Thompson (CA), Manitoba",2021S0504640,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,119.10.1.1,42
2018/2019,"Thompson (CA), Manitoba",2021S0504640,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,119.10.1.1,7
2019/2020,"Thompson (CA), Manitoba",2021S0504640,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,119.10.1.1,-8
2020/2021,"Thompson (CA), Manitoba",2021S0504640,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,119.10.1.1,16
2021/2022,"Thompson (CA), Manitoba",2021S0504640,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,119.10.1.1,-97
2022/2023,"Thompson (CA), Manitoba",2021S0504640,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,119.10.1.1,57
2023/2024,"Thompson (CA), Manitoba",2021S0504640,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,119.10.1.1,28
2017/2018,"Thompson (CA), Manitoba",2021S0504640,Residual deviation,Total - gender,All ages,Persons,249,units,0,119.11.1.1,-159
2018/2019,"Thompson (CA), Manitoba",2021S0504640,Residual deviation,Total - gender,All ages,Persons,249,units,0,119.11.1.1,-172
2019/2020,"Thompson (CA), Manitoba",2021S0504640,Residual deviation,Total - gender,All ages,Persons,249,units,0,119.11.1.1,-165
2020/2021,"Thompson (CA), Manitoba",2021S0504640,Residual deviation,Total - gender,All ages,Persons,249,units,0,119.11.1.1,-46
2017/2018,"Yorkton (CA), Saskatchewan",2021S0504710,Net emigration,Total - gender,All ages,Persons,249,units,0,120.4.1.1,8
2018/2019,"Yorkton (CA), Saskatchewan",2021S0504710,Net emigration,Total - gender,All ages,Persons,249,units,0,120.4.1.1,11
2019/2020,"Yorkton (CA), Saskatchewan",2021S0504710,Net emigration,Total - gender,All ages,Persons,249,units,0,120.4.1.1,25
2020/2021,"Yorkton (CA), Saskatchewan",2021S0504710,Net emigration,Total - gender,All ages,Persons,249,units,0,120.4.1.1,-8
2021/2022,"Yorkton (CA), Saskatchewan",2021S0504710,Net emigration,Total - gender,All ages,Persons,249,units,0,120.4.1.1,15
2022/2023,"Yorkton (CA), Saskatchewan",2021S0504710,Net emigration,Total - gender,All ages,Persons,249,units,0,120.4.1.1,-1
2023/2024,"Yorkton (CA), Saskatchewan",2021S0504710,Net emigration,Total - gender,All ages,Persons,249,units,0,120.4.1.1,-1
2017/2018,"Yorkton (CA), Saskatchewan",2021S0504710,Returning emigrants,Total - gender,All ages,Persons,249,units,0,120.6.1.1,9
2018/2019,"Yorkton (CA), Saskatchewan",2021S0504710,Returning emigrants,Total - gender,All ages,Persons,249,units,0,120.6.1.1,8
2019/2020,"Yorkton (CA), Saskatchewan",2021S0504710,Returning emigrants,Total - gender,All ages,Persons,249,units,0,120.6.1.1,12
2020/2021,"Yorkton (CA), Saskatchewan",2021S0504710,Returning emigrants,Total - gender,All ages,Persons,249,units,0,120.6.1.1,14
2021/2022,"Yorkton (CA), Saskatchewan",2021S0504710,Returning emigrants,Total - gender,All ages,Persons,249,units,0,120.6.1.1,6
2022/2023,"Yorkton (CA), Saskatchewan",2021S0504710,Returning emigrants,Total - gender,All ages,Persons,249,units,0,120.6.1.1,1
2023/2024,"Yorkton (CA), Saskatchewan",2021S0504710,Returning emigrants,Total - gender,All ages,Persons,249,units,0,120.6.1.1,1
2017/2018,"Yorkton (CA), Saskatchewan",2021S0504710,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,120.8.1.1,-79
2018/2019,"Yorkton (CA), Saskatchewan",2021S0504710,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,120.8.1.1,-78
2019/2020,"Yorkton (CA), Saskatchewan",2021S0504710,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,120.8.1.1,-175
2020/2021,"Yorkton (CA), Saskatchewan",2021S0504710,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,120.8.1.1,-102
2021/2022,"Yorkton (CA), Saskatchewan",2021S0504710,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,120.8.1.1,-133
2022/2023,"Yorkton (CA), Saskatchewan",2021S0504710,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,120.8.1.1,-34
2023/2024,"Yorkton (CA), Saskatchewan",2021S0504710,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,120.8.1.1,-3
2017/2018,"Yorkton (CA), Saskatchewan",2021S0504710,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,120.9.1.1,-101
2018/2019,"Yorkton (CA), Saskatchewan",2021S0504710,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,120.9.1.1,-129
2019/2020,"Yorkton (CA), Saskatchewan",2021S0504710,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,120.9.1.1,-223
2020/2021,"Yorkton (CA), Saskatchewan",2021S0504710,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,120.9.1.1,-98
2021/2022,"Yorkton (CA), Saskatchewan",2021S0504710,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,120.9.1.1,-90
2022/2023,"Yorkton (CA), Saskatchewan",2021S0504710,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,120.9.1.1,-138
2023/2024,"Yorkton (CA), Saskatchewan",2021S0504710,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,120.9.1.1,-56
2017/2018,"Yorkton (CA), Saskatchewan",2021S0504710,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,120.10.1.1,0
2018/2019,"Yorkton (CA), Saskatchewan",2021S0504710,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,120.10.1.1,68
2019/2020,"Yorkton (CA), Saskatchewan",2021S0504710,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,120.10.1.1,-41
2020/2021,"Yorkton (CA), Saskatchewan",2021S0504710,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,120.10.1.1,-19
2021/2022,"Yorkton (CA), Saskatchewan",2021S0504710,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,120.10.1.1,1
2022/2023,"Yorkton (CA), Saskatchewan",2021S0504710,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,120.10.1.1,168
2023/2024,"Yorkton (CA), Saskatchewan",2021S0504710,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,120.10.1.1,196
2017/2018,"Yorkton (CA), Saskatchewan",2021S0504710,Residual deviation,Total - gender,All ages,Persons,249,units,0,120.11.1.1,1
2018/2019,"Yorkton (CA), Saskatchewan",2021S0504710,Residual deviation,Total - gender,All ages,Persons,249,units,0,120.11.1.1,12
2019/2020,"Yorkton (CA), Saskatchewan",2021S0504710,Residual deviation,Total - gender,All ages,Persons,249,units,0,120.11.1.1,-15
2020/2021,"Yorkton (CA), Saskatchewan",2021S0504710,Residual deviation,Total - gender,All ages,Persons,249,units,0,120.11.1.1,92
2017/2018,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net emigration,Total - gender,All ages,Persons,249,units,0,121.4.1.1,29
2018/2019,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net emigration,Total - gender,All ages,Persons,249,units,0,121.4.1.1,41
2019/2020,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net emigration,Total - gender,All ages,Persons,249,units,0,121.4.1.1,59
2020/2021,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net emigration,Total - gender,All ages,Persons,249,units,0,121.4.1.1,60
2021/2022,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net emigration,Total - gender,All ages,Persons,249,units,0,121.4.1.1,6
2022/2023,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net emigration,Total - gender,All ages,Persons,249,units,0,121.4.1.1,27
2023/2024,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net emigration,Total - gender,All ages,Persons,249,units,0,121.4.1.1,26
2017/2018,"Moose Jaw (CA), Saskatchewan",2021S0504715,Returning emigrants,Total - gender,All ages,Persons,249,units,0,121.6.1.1,34
2018/2019,"Moose Jaw (CA), Saskatchewan",2021S0504715,Returning emigrants,Total - gender,All ages,Persons,249,units,0,121.6.1.1,24
2019/2020,"Moose Jaw (CA), Saskatchewan",2021S0504715,Returning emigrants,Total - gender,All ages,Persons,249,units,0,121.6.1.1,27
2020/2021,"Moose Jaw (CA), Saskatchewan",2021S0504715,Returning emigrants,Total - gender,All ages,Persons,249,units,0,121.6.1.1,18
2021/2022,"Moose Jaw (CA), Saskatchewan",2021S0504715,Returning emigrants,Total - gender,All ages,Persons,249,units,0,121.6.1.1,22
2022/2023,"Moose Jaw (CA), Saskatchewan",2021S0504715,Returning emigrants,Total - gender,All ages,Persons,249,units,0,121.6.1.1,33
2023/2024,"Moose Jaw (CA), Saskatchewan",2021S0504715,Returning emigrants,Total - gender,All ages,Persons,249,units,0,121.6.1.1,35
2017/2018,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,121.8.1.1,-103
2018/2019,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,121.8.1.1,-348
2019/2020,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,121.8.1.1,-457
2020/2021,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,121.8.1.1,-245
2021/2022,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,121.8.1.1,-172
2022/2023,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,121.8.1.1,-158
2023/2024,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,121.8.1.1,-99
2017/2018,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,121.9.1.1,-34
2018/2019,"Moose Jaw (CA), Saskatchewan",2021S0504715,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,121.9.1.1,-215
