"","REF_DATE","City","Province","Components.of.population.growth","VALUE","Type.of.area","covid"
"7312","2023/2024","Red Deer","AB","Net intraprovincial migration",138,"CMA","Post-COVID"
"7313","2017/2018","Red Deer","AB","Net non-permanent residents",-119,"CMA","Pre-COVID"
"7314","2018/2019","Red Deer","AB","Net non-permanent residents",73,"CMA","Pre-COVID"
"7315","2019/2020","Red Deer","AB","Net non-permanent residents",-21,"CMA","Pre-COVID"
"7316","2020/2021","Red Deer","AB","Net non-permanent residents",-55,"CMA","COVID"
"7317","2021/2022","Red Deer","AB","Net non-permanent residents",576,"CMA","COVID"
"7318","2022/2023","Red Deer","AB","Net non-permanent residents",1864,"CMA","Post-COVID"
"7319","2023/2024","Red Deer","AB","Net non-permanent residents",2085,"CMA","Post-COVID"
"7320","2017/2018","Red Deer","AB","Residual deviation",-215,"CMA","Pre-COVID"
"7321","2018/2019","Red Deer","AB","Residual deviation",-200,"CMA","Pre-COVID"
"7322","2019/2020","Red Deer","AB","Residual deviation",-209,"CMA","Pre-COVID"
"7323","2020/2021","Red Deer","AB","Residual deviation",-118,"CMA","COVID"
"7324","2017/2018","Edmonton","AB","Net emigration",1409,"CMA","Pre-COVID"
"7325","2018/2019","Edmonton","AB","Net emigration",1412,"CMA","Pre-COVID"
"7326","2019/2020","Edmonton","AB","Net emigration",1047,"CMA","Pre-COVID"
"7327","2020/2021","Edmonton","AB","Net emigration",1062,"CMA","COVID"
"7328","2021/2022","Edmonton","AB","Net emigration",1853,"CMA","COVID"
"7329","2022/2023","Edmonton","AB","Net emigration",1678,"CMA","Post-COVID"
"7330","2023/2024","Edmonton","AB","Net emigration",1730,"CMA","Post-COVID"
"7331","2017/2018","Edmonton","AB","Returning emigrants",1874,"CMA","Pre-COVID"
"7332","2018/2019","Edmonton","AB","Returning emigrants",1778,"CMA","Pre-COVID"
"7333","2019/2020","Edmonton","AB","Returning emigrants",1341,"CMA","Pre-COVID"
"7334","2020/2021","Edmonton","AB","Returning emigrants",1228,"CMA","COVID"
"7335","2021/2022","Edmonton","AB","Returning emigrants",1810,"CMA","COVID"
"7336","2022/2023","Edmonton","AB","Returning emigrants",1846,"CMA","Post-COVID"
"7337","2023/2024","Edmonton","AB","Returning emigrants",1905,"CMA","Post-COVID"
"7338","2017/2018","Edmonton","AB","Net interprovincial migration",-954,"CMA","Pre-COVID"
"7339","2018/2019","Edmonton","AB","Net interprovincial migration",-530,"CMA","Pre-COVID"
"7340","2019/2020","Edmonton","AB","Net interprovincial migration",-1442,"CMA","Pre-COVID"
"7341","2020/2021","Edmonton","AB","Net interprovincial migration",-3154,"CMA","COVID"
"7342","2021/2022","Edmonton","AB","Net interprovincial migration",-263,"CMA","COVID"
"7343","2022/2023","Edmonton","AB","Net interprovincial migration",10874,"CMA","Post-COVID"
"7344","2023/2024","Edmonton","AB","Net interprovincial migration",13893,"CMA","Post-COVID"
"7345","2017/2018","Edmonton","AB","Net intraprovincial migration",4174,"CMA","Pre-COVID"
"7346","2018/2019","Edmonton","AB","Net intraprovincial migration",4254,"CMA","Pre-COVID"
"7347","2019/2020","Edmonton","AB","Net intraprovincial migration",4877,"CMA","Pre-COVID"
"7348","2020/2021","Edmonton","AB","Net intraprovincial migration",2833,"CMA","COVID"
"7349","2021/2022","Edmonton","AB","Net intraprovincial migration",3008,"CMA","COVID"
"7350","2022/2023","Edmonton","AB","Net intraprovincial migration",2681,"CMA","Post-COVID"
"7351","2023/2024","Edmonton","AB","Net intraprovincial migration",2924,"CMA","Post-COVID"
"7352","2017/2018","Edmonton","AB","Net non-permanent residents",-354,"CMA","Pre-COVID"
"7353","2018/2019","Edmonton","AB","Net non-permanent residents",426,"CMA","Pre-COVID"
"7354","2019/2020","Edmonton","AB","Net non-permanent residents",235,"CMA","Pre-COVID"
"7355","2020/2021","Edmonton","AB","Net non-permanent residents",-1899,"CMA","COVID"
"7356","2021/2022","Edmonton","AB","Net non-permanent residents",2168,"CMA","COVID"
"7357","2022/2023","Edmonton","AB","Net non-permanent residents",22625,"CMA","Post-COVID"
"7358","2023/2024","Edmonton","AB","Net non-permanent residents",30937,"CMA","Post-COVID"
"7359","2017/2018","Edmonton","AB","Residual deviation",-1042,"CMA","Pre-COVID"
"7360","2018/2019","Edmonton","AB","Residual deviation",-1000,"CMA","Pre-COVID"
"7361","2019/2020","Edmonton","AB","Residual deviation",-931,"CMA","Pre-COVID"
"7362","2020/2021","Edmonton","AB","Residual deviation",-1203,"CMA","COVID"
"7363","2017/2018","Kelowna","BC","Net emigration",359,"CMA","Pre-COVID"
"7364","2018/2019","Kelowna","BC","Net emigration",276,"CMA","Pre-COVID"
"7365","2019/2020","Kelowna","BC","Net emigration",115,"CMA","Pre-COVID"
"7366","2020/2021","Kelowna","BC","Net emigration",22,"CMA","COVID"
"7367","2021/2022","Kelowna","BC","Net emigration",260,"CMA","COVID"
"7368","2022/2023","Kelowna","BC","Net emigration",371,"CMA","Post-COVID"
"7369","2023/2024","Kelowna","BC","Net emigration",389,"CMA","Post-COVID"
"7370","2017/2018","Kelowna","BC","Returning emigrants",296,"CMA","Pre-COVID"
"7371","2018/2019","Kelowna","BC","Returning emigrants",273,"CMA","Pre-COVID"
"7372","2019/2020","Kelowna","BC","Returning emigrants",261,"CMA","Pre-COVID"
"7373","2020/2021","Kelowna","BC","Returning emigrants",209,"CMA","COVID"
"7374","2021/2022","Kelowna","BC","Returning emigrants",244,"CMA","COVID"
"7375","2022/2023","Kelowna","BC","Returning emigrants",247,"CMA","Post-COVID"
"7376","2023/2024","Kelowna","BC","Returning emigrants",255,"CMA","Post-COVID"
"7377","2017/2018","Kelowna","BC","Net interprovincial migration",1946,"CMA","Pre-COVID"
"7378","2018/2019","Kelowna","BC","Net interprovincial migration",1871,"CMA","Pre-COVID"
"7379","2019/2020","Kelowna","BC","Net interprovincial migration",2184,"CMA","Pre-COVID"
"7380","2020/2021","Kelowna","BC","Net interprovincial migration",3055,"CMA","COVID"
"7381","2021/2022","Kelowna","BC","Net interprovincial migration",3362,"CMA","COVID"
"7382","2022/2023","Kelowna","BC","Net interprovincial migration",1162,"CMA","Post-COVID"
"7383","2023/2024","Kelowna","BC","Net interprovincial migration",137,"CMA","Post-COVID"
"7384","2017/2018","Kelowna","BC","Net intraprovincial migration",1536,"CMA","Pre-COVID"
"7385","2018/2019","Kelowna","BC","Net intraprovincial migration",1549,"CMA","Pre-COVID"
"7386","2019/2020","Kelowna","BC","Net intraprovincial migration",1704,"CMA","Pre-COVID"
"7387","2020/2021","Kelowna","BC","Net intraprovincial migration",1809,"CMA","COVID"
"7388","2021/2022","Kelowna","BC","Net intraprovincial migration",2302,"CMA","COVID"
"7389","2022/2023","Kelowna","BC","Net intraprovincial migration",1563,"CMA","Post-COVID"
"7390","2023/2024","Kelowna","BC","Net intraprovincial migration",1314,"CMA","Post-COVID"
"7391","2017/2018","Kelowna","BC","Net non-permanent residents",1471,"CMA","Pre-COVID"
"7392","2018/2019","Kelowna","BC","Net non-permanent residents",1174,"CMA","Pre-COVID"
"7393","2019/2020","Kelowna","BC","Net non-permanent residents",456,"CMA","Pre-COVID"
"7394","2020/2021","Kelowna","BC","Net non-permanent residents",126,"CMA","COVID"
"7395","2021/2022","Kelowna","BC","Net non-permanent residents",651,"CMA","COVID"
"7396","2022/2023","Kelowna","BC","Net non-permanent residents",3660,"CMA","Post-COVID"
"7397","2023/2024","Kelowna","BC","Net non-permanent residents",2687,"CMA","Post-COVID"
"7398","2017/2018","Kelowna","BC","Residual deviation",802,"CMA","Pre-COVID"
"7399","2018/2019","Kelowna","BC","Residual deviation",820,"CMA","Pre-COVID"
"7400","2019/2020","Kelowna","BC","Residual deviation",882,"CMA","Pre-COVID"
"7401","2020/2021","Kelowna","BC","Residual deviation",745,"CMA","COVID"
"7402","2017/2018","Kamloops","BC","Net emigration",124,"CMA","Pre-COVID"
"7403","2018/2019","Kamloops","BC","Net emigration",103,"CMA","Pre-COVID"
"7404","2019/2020","Kamloops","BC","Net emigration",81,"CMA","Pre-COVID"
"7405","2020/2021","Kamloops","BC","Net emigration",103,"CMA","COVID"
"7406","2021/2022","Kamloops","BC","Net emigration",104,"CMA","COVID"
"7407","2022/2023","Kamloops","BC","Net emigration",123,"CMA","Post-COVID"
"7408","2023/2024","Kamloops","BC","Net emigration",125,"CMA","Post-COVID"
"7409","2017/2018","Kamloops","BC","Returning emigrants",78,"CMA","Pre-COVID"
"7410","2018/2019","Kamloops","BC","Returning emigrants",63,"CMA","Pre-COVID"
"7411","2019/2020","Kamloops","BC","Returning emigrants",74,"CMA","Pre-COVID"
"7412","2020/2021","Kamloops","BC","Returning emigrants",72,"CMA","COVID"
"7413","2021/2022","Kamloops","BC","Returning emigrants",53,"CMA","COVID"
"7414","2022/2023","Kamloops","BC","Returning emigrants",68,"CMA","Post-COVID"
"7415","2023/2024","Kamloops","BC","Returning emigrants",72,"CMA","Post-COVID"
"7416","2017/2018","Kamloops","BC","Net interprovincial migration",292,"CMA","Pre-COVID"
"7417","2018/2019","Kamloops","BC","Net interprovincial migration",110,"CMA","Pre-COVID"
"7418","2019/2020","Kamloops","BC","Net interprovincial migration",341,"CMA","Pre-COVID"
"7419","2020/2021","Kamloops","BC","Net interprovincial migration",417,"CMA","COVID"
"7420","2021/2022","Kamloops","BC","Net interprovincial migration",375,"CMA","COVID"
"7421","2022/2023","Kamloops","BC","Net interprovincial migration",25,"CMA","Post-COVID"
"7422","2023/2024","Kamloops","BC","Net interprovincial migration",-212,"CMA","Post-COVID"
"7423","2017/2018","Kamloops","BC","Net intraprovincial migration",1138,"CMA","Pre-COVID"
"7424","2018/2019","Kamloops","BC","Net intraprovincial migration",870,"CMA","Pre-COVID"
"7425","2019/2020","Kamloops","BC","Net intraprovincial migration",669,"CMA","Pre-COVID"
"7426","2020/2021","Kamloops","BC","Net intraprovincial migration",443,"CMA","COVID"
"7427","2021/2022","Kamloops","BC","Net intraprovincial migration",588,"CMA","COVID"
"7428","2022/2023","Kamloops","BC","Net intraprovincial migration",547,"CMA","Post-COVID"
"7429","2023/2024","Kamloops","BC","Net intraprovincial migration",371,"CMA","Post-COVID"
"7430","2017/2018","Kamloops","BC","Net non-permanent residents",1790,"CMA","Pre-COVID"
"7431","2018/2019","Kamloops","BC","Net non-permanent residents",557,"CMA","Pre-COVID"
"7432","2019/2020","Kamloops","BC","Net non-permanent residents",-24,"CMA","Pre-COVID"
"7433","2020/2021","Kamloops","BC","Net non-permanent residents",-534,"CMA","COVID"
"7434","2021/2022","Kamloops","BC","Net non-permanent residents",1784,"CMA","COVID"
"7435","2022/2023","Kamloops","BC","Net non-permanent residents",2767,"CMA","Post-COVID"
"7436","2023/2024","Kamloops","BC","Net non-permanent residents",2226,"CMA","Post-COVID"
"7437","2017/2018","Kamloops","BC","Residual deviation",322,"CMA","Pre-COVID"
"7438","2018/2019","Kamloops","BC","Residual deviation",340,"CMA","Pre-COVID"
"7439","2019/2020","Kamloops","BC","Residual deviation",338,"CMA","Pre-COVID"
"7440","2020/2021","Kamloops","BC","Residual deviation",315,"CMA","COVID"
"7441","2017/2018","Chilliwack","BC","Net emigration",76,"CMA","Pre-COVID"
"7442","2018/2019","Chilliwack","BC","Net emigration",93,"CMA","Pre-COVID"
"7443","2019/2020","Chilliwack","BC","Net emigration",106,"CMA","Pre-COVID"
"7444","2020/2021","Chilliwack","BC","Net emigration",113,"CMA","COVID"
"7445","2021/2022","Chilliwack","BC","Net emigration",117,"CMA","COVID"
"7446","2022/2023","Chilliwack","BC","Net emigration",133,"CMA","Post-COVID"
"7447","2023/2024","Chilliwack","BC","Net emigration",141,"CMA","Post-COVID"
"7448","2017/2018","Chilliwack","BC","Returning emigrants",70,"CMA","Pre-COVID"
"7449","2018/2019","Chilliwack","BC","Returning emigrants",64,"CMA","Pre-COVID"
"7450","2019/2020","Chilliwack","BC","Returning emigrants",56,"CMA","Pre-COVID"
"7451","2020/2021","Chilliwack","BC","Returning emigrants",74,"CMA","COVID"
"7452","2021/2022","Chilliwack","BC","Returning emigrants",70,"CMA","COVID"
"7453","2022/2023","Chilliwack","BC","Returning emigrants",75,"CMA","Post-COVID"
"7454","2023/2024","Chilliwack","BC","Returning emigrants",76,"CMA","Post-COVID"
"7455","2017/2018","Chilliwack","BC","Net interprovincial migration",-31,"CMA","Pre-COVID"
"7456","2018/2019","Chilliwack","BC","Net interprovincial migration",19,"CMA","Pre-COVID"
"7457","2019/2020","Chilliwack","BC","Net interprovincial migration",84,"CMA","Pre-COVID"
"7458","2020/2021","Chilliwack","BC","Net interprovincial migration",311,"CMA","COVID"
"7459","2021/2022","Chilliwack","BC","Net interprovincial migration",-41,"CMA","COVID"
"7460","2022/2023","Chilliwack","BC","Net interprovincial migration",-582,"CMA","Post-COVID"
"7461","2023/2024","Chilliwack","BC","Net interprovincial migration",-497,"CMA","Post-COVID"
"7462","2017/2018","Chilliwack","BC","Net intraprovincial migration",2398,"CMA","Pre-COVID"
"7463","2018/2019","Chilliwack","BC","Net intraprovincial migration",1618,"CMA","Pre-COVID"
"7464","2019/2020","Chilliwack","BC","Net intraprovincial migration",2173,"CMA","Pre-COVID"
"7465","2020/2021","Chilliwack","BC","Net intraprovincial migration",1908,"CMA","COVID"
"7466","2021/2022","Chilliwack","BC","Net intraprovincial migration",2401,"CMA","COVID"
"7467","2022/2023","Chilliwack","BC","Net intraprovincial migration",1937,"CMA","Post-COVID"
"7468","2023/2024","Chilliwack","BC","Net intraprovincial migration",2449,"CMA","Post-COVID"
"7469","2017/2018","Chilliwack","BC","Net non-permanent residents",738,"CMA","Pre-COVID"
"7470","2018/2019","Chilliwack","BC","Net non-permanent residents",232,"CMA","Pre-COVID"
"7471","2019/2020","Chilliwack","BC","Net non-permanent residents",-82,"CMA","Pre-COVID"
"7472","2020/2021","Chilliwack","BC","Net non-permanent residents",-92,"CMA","COVID"
"7473","2021/2022","Chilliwack","BC","Net non-permanent residents",328,"CMA","COVID"
"7474","2022/2023","Chilliwack","BC","Net non-permanent residents",835,"CMA","Post-COVID"
"7475","2023/2024","Chilliwack","BC","Net non-permanent residents",664,"CMA","Post-COVID"
"7476","2017/2018","Chilliwack","BC","Residual deviation",-133,"CMA","Pre-COVID"
"7477","2018/2019","Chilliwack","BC","Residual deviation",-112,"CMA","Pre-COVID"
"7478","2019/2020","Chilliwack","BC","Residual deviation",-99,"CMA","Pre-COVID"
"7479","2020/2021","Chilliwack","BC","Residual deviation",-30,"CMA","COVID"
"7480","2017/2018","Abbotsford - Mission","BC","Net emigration",300,"CMA","Pre-COVID"
"7481","2018/2019","Abbotsford - Mission","BC","Net emigration",199,"CMA","Pre-COVID"
"7482","2019/2020","Abbotsford - Mission","BC","Net emigration",221,"CMA","Pre-COVID"
"7483","2020/2021","Abbotsford - Mission","BC","Net emigration",67,"CMA","COVID"
"7484","2021/2022","Abbotsford - Mission","BC","Net emigration",95,"CMA","COVID"
"7485","2022/2023","Abbotsford - Mission","BC","Net emigration",125,"CMA","Post-COVID"
"7486","2023/2024","Abbotsford - Mission","BC","Net emigration",130,"CMA","Post-COVID"
"7487","2017/2018","Abbotsford - Mission","BC","Returning emigrants",177,"CMA","Pre-COVID"
"7488","2018/2019","Abbotsford - Mission","BC","Returning emigrants",152,"CMA","Pre-COVID"
"7489","2019/2020","Abbotsford - Mission","BC","Returning emigrants",100,"CMA","Pre-COVID"
"7490","2020/2021","Abbotsford - Mission","BC","Returning emigrants",94,"CMA","COVID"
"7491","2021/2022","Abbotsford - Mission","BC","Returning emigrants",103,"CMA","COVID"
"7492","2022/2023","Abbotsford - Mission","BC","Returning emigrants",131,"CMA","Post-COVID"
"7493","2023/2024","Abbotsford - Mission","BC","Returning emigrants",134,"CMA","Post-COVID"
"7494","2017/2018","Abbotsford - Mission","BC","Net interprovincial migration",-212,"CMA","Pre-COVID"
"7495","2018/2019","Abbotsford - Mission","BC","Net interprovincial migration",25,"CMA","Pre-COVID"
"7496","2019/2020","Abbotsford - Mission","BC","Net interprovincial migration",193,"CMA","Pre-COVID"
"7497","2020/2021","Abbotsford - Mission","BC","Net interprovincial migration",524,"CMA","COVID"
"7498","2021/2022","Abbotsford - Mission","BC","Net interprovincial migration",-153,"CMA","COVID"
"7499","2022/2023","Abbotsford - Mission","BC","Net interprovincial migration",-619,"CMA","Post-COVID"
"7500","2023/2024","Abbotsford - Mission","BC","Net interprovincial migration",-986,"CMA","Post-COVID"
"7501","2017/2018","Abbotsford - Mission","BC","Net intraprovincial migration",548,"CMA","Pre-COVID"
"7502","2018/2019","Abbotsford - Mission","BC","Net intraprovincial migration",112,"CMA","Pre-COVID"
"7503","2019/2020","Abbotsford - Mission","BC","Net intraprovincial migration",-89,"CMA","Pre-COVID"
"7504","2020/2021","Abbotsford - Mission","BC","Net intraprovincial migration",398,"CMA","COVID"
"7505","2021/2022","Abbotsford - Mission","BC","Net intraprovincial migration",53,"CMA","COVID"
"7506","2022/2023","Abbotsford - Mission","BC","Net intraprovincial migration",354,"CMA","Post-COVID"
"7507","2023/2024","Abbotsford - Mission","BC","Net intraprovincial migration",565,"CMA","Post-COVID"
"7508","2017/2018","Abbotsford - Mission","BC","Net non-permanent residents",2491,"CMA","Pre-COVID"
"7509","2018/2019","Abbotsford - Mission","BC","Net non-permanent residents",2599,"CMA","Pre-COVID"
"7510","2019/2020","Abbotsford - Mission","BC","Net non-permanent residents",-84,"CMA","Pre-COVID"
"7511","2020/2021","Abbotsford - Mission","BC","Net non-permanent residents",-185,"CMA","COVID"
"7512","2021/2022","Abbotsford - Mission","BC","Net non-permanent residents",-120,"CMA","COVID"
"7513","2022/2023","Abbotsford - Mission","BC","Net non-permanent residents",3856,"CMA","Post-COVID"
"7514","2023/2024","Abbotsford - Mission","BC","Net non-permanent residents",4207,"CMA","Post-COVID"
"7515","2017/2018","Abbotsford - Mission","BC","Residual deviation",-180,"CMA","Pre-COVID"
"7516","2018/2019","Abbotsford - Mission","BC","Residual deviation",-171,"CMA","Pre-COVID"
"7517","2019/2020","Abbotsford - Mission","BC","Residual deviation",-162,"CMA","Pre-COVID"
"7518","2020/2021","Abbotsford - Mission","BC","Residual deviation",-214,"CMA","COVID"
"7519","2017/2018","Vancouver","BC","Net emigration",7911,"CMA","Pre-COVID"
